"title","body","labels","milestone","roadmap_track","roadmap_status","issue_number","issue_state","issue_url"
"EvoKernel Wave 7: Add agent runtime contract and DEVLOOP end-to-end example","## Summary
Introduce a stable agent-facing runtime contract and prove the full DEVLOOP path with an end-to-end example.

## Tasks
- Create `oris-agent-contract`
- Add `AgentTask`, `MutationProposal`, `ExecutionFeedback`, `AgentCapabilityLevel`, and `ProposalTarget`
- Enforce that agents only submit proposals while kernel owns mutation execution and evolution persistence
- Add `capture_from_proposal(...)` and `feedback_for_agent(...)` in `oris-evokernel`
- Extend `examples/evo_oris_repo` to cover `task -> proposal -> mutation -> validation -> candidate -> promoted -> replay`
- Document feature flags and maturity status in `docs/evokernel/`

## Acceptance Criteria
- At least two agent sources can enter the same capture pipeline
- A recurring task can replay on the second pass without repeating agent reasoning
- The end-to-end example runs under `full-evolution-experimental`","","","evolution","archived","68","CLOSED","https://github.com/Colin4k1024/Oris/issues/68"
"EvoKernel Wave 6: Add OUSL YAML spec compiler and spec-linked mutations","## Summary
Introduce the spec layer so repository-native YAML specs compile into mutations and remain traceable through evolution events.

## Tasks
- Create `oris-spec`
- Make OUSL v0.1 YAML the only accepted first-pass spec format
- Add `SpecDocument`, `SpecId`, `SpecVersion`, `SpecConstraint`, `CompiledMutationPlan`, and `SpecCompiler`
- Standardize spec directories under `/specs/behavior`, `/specs/repair`, `/specs/optimization`, and `/specs/evolution`
- Extend `MutationIntent` with `spec_id: Option<String>`
- Add `prepare_mutation_from_spec(...)` to `oris-evokernel`
- Append `SpecLinked` evolution events for spec-driven mutations
- Allow selector to optionally narrow by `spec_id` while still defaulting to signals first

## Acceptance Criteria
- A minimal YAML spec compiles into a `PreparedMutation`
- Invalid specs fail before sandbox execution
- Evolution logs can trace a capsule back to its originating `spec_id`","","","evolution","archived","69","CLOSED","https://github.com/Colin4k1024/Oris/issues/69"
"EvoKernel Wave 5: Add EVU ledger and reputation-based economics layer","## Summary
Introduce a non-financial local economics layer for publish gating, validator incentives, and reputation weighting.

## Tasks
- Create `oris-economics`
- Add `EvuLedger`, `EvuAccount`, `StakePolicy`, `ReputationRecord`, and `ValidationSettlement`
- Require stake before publish of remote-facing assets
- Increase publisher reputation and EVU on successful remote reuse
- Burn stake or reduce reputation on failed remote reuse
- Penalize validator reputation when validator reports diverge from local final validation
- Expose economics outputs as governor/selector inputs without replacing validation truth

## Acceptance Criteria
- Insufficient EVU blocks publish but does not block local replay
- Remote reuse success/failure updates the ledger
- Reputation can be used as an optional selector weight without overriding validation truth","","","evolution","archived","70","CLOSED","https://github.com/Colin4k1024/Oris/issues/70"
"EvoKernel Wave 1.5: Deterministic Execution Core","## Summary

Implement deterministic execution core for Phase 1.5, extending Wave 1 to add step-by-step execution tracking, retry safety, interrupt recovery, and replay engine v0.

## Context

Phase 1 (Week 2-3) covers deterministic execution per [implementation-roadmap.md](docs/evokernel/implementation-roadmap.md). Wave 1 (#64) covers SQLite stores and trace/timeline, but detailed execution components are missing.

## Implementation Details

### Step-by-Step Execution Tracking
- Record each execution step with input state, mutation applied, output, and environment hash
- Implement deterministic execution hash computation
- Add step-level checkpointing for granular replay

### Retry Safety
- Ensure identical execution results across retries
- Track retry count and ensure idempotency
- Implement deterministic mutation application

### Interrupt Recovery
- Save execution state on interrupt (SIGINT, crash)
- Resume from last checkpoint
- Maintain execution determinism after recovery

### Replay Engine v0
- Implement deterministic replay from captured trace
- Verify identical output reproduction
- Support environment fingerprint matching

## Acceptance Criteria

- [ ] Step-level execution trace persisted to SQLite
- [ ] Retry produces identical output (deterministic hash matches)
- [ ] Interrupted execution can resume from last checkpoint
- [ ] Replay engine reproduces identical execution results
- [ ] Deterministic execution hash validates correctly

## References

- [kernel.md - Execution Engine](docs/evokernel/kernel.md)
- [implementation-roadmap.md - Phase 1](docs/evokernel/implementation-roadmap.md)

---
Co-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>","","","evolution","archived","71","CLOSED","https://github.com/Colin4k1024/Oris/issues/71"
"EvoKernel Wave 2.1: Evolution Solidification Engine","## Summary

Implement evolution solidification engine for Phase 2, extending Wave 2 to add Codex adapter, signal extraction, Solidifier implementation, and append-only evolution store.

## Context

Phase 2 (Week 4-5) covers evolution solidification per [implementation-roadmap.md](docs/evokernel/implementation-roadmap.md). Wave 2 (#67) covers asset lifecycle states and events, but detailed solidification components are missing.

## Implementation Details

### Codex Adapter
- Capture patch diff from code changes
- Collect execution logs and validation results
- Store environment fingerprint alongside artifacts

### Signal Extraction from Logs
- Extract deterministic signals from:
  - Compiler diagnostics
  - Stack traces
  - Execution logs
  - Failure signatures
  - Performance telemetry
- Implement signal normalization and hashing

### Solidifier Engine
- Implement Gene creation (strategy summary, constraints, validation rules)
- Implement Capsule creation (gene reference, diff hash, confidence score, environment fingerprint, outcome metrics)
- Emit EvolutionEvent for immutable lineage tracking
- Integrate with append-only evolution store

### Append-Only Evolution Store
- Implement immutable storage for Gene, Capsule, EvolutionEvent
- Support query by signal, gene, environment fingerprint
- Ensure auditability and replay reconstruction

## Acceptance Criteria

- [ ] Codex adapter captures patch diff, logs, validation result
- [ ] Signal extraction produces deterministic signal hash
- [ ] Successful executions automatically generate Capsule
- [ ] Evolution store maintains immutable history
- [ ] Gene can be queried by signal pattern

## References

- [evolution.md - Evolution Assets](docs/evokernel/evolution.md)
- [implementation-roadmap.md - Phase 2](docs/evokernel/implementation-roadmap.md)

---
Co-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>","","","evolution","archived","72","CLOSED","https://github.com/Colin4k1024/Oris/issues/72"
"EvoKernel Wave 3: Selection and Replay System","## Summary

Implement selection and replay system for Phase 3, enabling self-reuse of proven solutions and reducing reasoning frequency.

## Context

Phase 3 (Week 6-7) covers selection and replay per [implementation-roadmap.md](docs/evokernel/implementation-roadmap.md). This is currently missing a dedicated issue.

## Implementation Details

### Selector Implementation
- Implement selection factors:
  - Success rate (historical success percentage)
  - Reuse count (how often selected)
  - Recency (last used timestamp)
  - Environment match (environment fingerprint similarity)
- Implement ranking algorithm combining all factors

### Replay Executor
- Detect signals from current execution context
- Find matching Capsule by signal pattern
- Apply stored patch/diff to execution
- Validate result matches expected outcome

### Signal Detection System
- Monitor runtime for signal patterns
- Match against known gene signals
- Trigger selection when confidence threshold met

### Environment Fingerprint Matching
- Capture environment characteristics (OS, versions, dependencies)
- Calculate similarity score between execution environments
- Weight selection by environment match quality

### Capsule Lookup and Ranking
- Query evolution store by signal
- Rank candidates by composite score
- Select best match above threshold

## Acceptance Criteria

- [ ] Repeated issues solved without new reasoning
- [ ] Token usage decreases for known patterns
- [ ] Selector ranks candidates by composite score
- [ ] Replay successfully applies stored Capsule
- [ ] Environment fingerprint matching improves selection accuracy

## References

- [evolution.md - Selection and Replay](docs/evokernel/evolution.md)
- [implementation-roadmap.md - Phase 3](docs/evokernel/implementation-roadmap.md)

---
Co-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>","","","evolution","archived","73","CLOSED","https://github.com/Colin4k1024/Oris/issues/73"
"EvoKernel Wave 8: Observability and Metrics","## Summary

Implement observability and metrics collection system to track evolution performance, success rates, and system health.

## Context

Per [implementation-roadmap.md](docs/evokernel/implementation-roadmap.md) Section 10 - Parallel Workstreams, observability is a critical parallel workstream that supports all phases.

## Implementation Details

### Core Metrics

Implement collection for:
- **Replay Success Rate**: Percentage of replay attempts that successfully reproduce expected outcomes
- **Promotion Ratio**: Rate of Capsule promotion from Candidate to Promoted
- **Revoke Frequency**: How often strategies are revoked due to regression
- **Mutation Velocity**: Rate of new mutations per time window

### Metrics Pipeline

- Add metrics collection points in:
  - Execution engine (latency, step count)
  - Solidifier (genes/capsules generated)
  - Selector (selection count, match quality)
  - Governor (mutations applied, revocations)
- Implement metrics aggregation and storage
- Add Prometheus/OTLP export capability

### Dashboard Integration

- Expose metrics via HTTP endpoint
- Support Grafana dashboard consumption
- Implement health check endpoint

## Acceptance Criteria

- [ ] Replay success rate tracked and exposed
- [ ] Promotion ratio metrics collected
- [ ] Revoke frequency tracked over time
- [ ] Mutation velocity metrics available
- [ ] Metrics endpoint serves Prometheus format

## References

- [implementation-roadmap.md - Observability](docs/evokernel/implementation-roadmap.md)

---
Co-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>","","","evolution","archived","74","CLOSED","https://github.com/Colin4k1024/Oris/issues/74"
"EvoKernel Wave 9: Evolution Testing Suite","## Summary

Implement comprehensive testing infrastructure for deterministic replay, sandbox safety, and governor regression detection.

## Context

Per [implementation-roadmap.md](docs/evokernel/implementation-roadmap.md) Section 10 - Parallel Workstreams, testing infrastructure is critical for evolution safety and reliability.

## Implementation Details

### Deterministic Replay Tests

- Create test suite that verifies identical execution reproduction
- Test across
 different environments- Test across different time windows
- Verify deterministic hash consistency

### Sandbox Safety Tests

- Test mutation isolation boundaries
- Verify unauthorized code cannot escape sandbox
- Test resource limits (memory, CPU, network)
- Verify cleanup on termination

### Governor Regression Tests

- Test mutation rate limit enforcement
- Test blast radius calculation accuracy
- Test confidence decay function
- Test cooling window behavior
- Verify regression detection triggers correctly

### Integration Tests

- End-to-end evolution loop tests
- Selection -> Mutation -> Execution -> Validation -> Solidification
- Multi-run stability tests

## Acceptance Criteria

- [ ] Deterministic replay tests pass consistently
- [ ] Sandbox safety tests verify isolation
- [ ] Governor regression tests cover all policies
- [ ] Integration tests verify full evolution loop

## References

- [implementation-roadmap.md - Testing](docs/evokernel/implementation-roadmap.md)
- [governor.md](docs/evokernel/governor.md)

---
Co-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>","","","evolution","archived","75","CLOSED","https://github.com/Colin4k1024/Oris/issues/75"
"EvoKernel Wave 10: Governor Detailed Policies","## Summary

Implement detailed governor policies extending Wave 3 (#65) - mutation rate limits, blast radius calculation, confidence decay, regression detection, and cooling window management.

## Context

Wave 3 (#65) introduces the governor crate and governor-aware capture flow. This issue covers the detailed policy implementations needed for safe evolution.

## Implementation Details

### Mutation Rate Limit Enforcement
- Implement configurable limits:
  - Max mutations per time window
  - Max concurrent mutations
  - Per-capsule mutation limits
- Add rate limiting middleware in execution path

### Blast Radius Calculation
- Implement code change impact analysis
- Calculate affected function/module count
- Measure dependency distance
- Set blast radius thresholds

### Confidence Decay Implementation
- Implement confidence score calculation:
  - Initial confidence from validation score
  - Time-based decay function
  - Success/failure adjustment
- Persist confidence history

### Regression Detection System
- Monitor success rate trends
- Detect significant drops below threshold
- Trigger automatic revocation of degraded strategies
- Implement rollback capability

### Cooling Window Management
- Implement cooling period after:
  - Failed promotion attempts
  - Revocation events
  - High mutation activity
- Configure cooling window durations

## Acceptance Criteria

- [ ] Mutation rate limits enforced correctly
- [ ] Blast radius calculated and capped
- [ ] Confidence decays over time per spec
- [ ] Regression detection triggers auto-revoke
- [ ] Cooling windows prevent rapid re-attempts

## References

- [governor.md](docs/evokernel/governor.md)
- [implementation-roadmap.md - Phase 4](docs/evokernel/implementation-roadmap.md)

---
Co-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>","","","evolution","archived","76","CLOSED","https://github.com/Colin4k1024/Oris/issues/76"
"EvoKernel Wave 11: Multi-Agent Coordination","## Summary

Implement multi-agent coordination patterns extending Wave 7 (#68), covering planner, coding, repair, and optimization agent roles and their coordination.

## Context

Wave 7 (#68) covers agent runtime contract and DEVLOOP end-to-end example. This issue addresses multi-agent coordination specifically, per [devloop.md](docs/evokernel/devloop.md).

## Implementation Details

### Agent Role Definitions

Implement coordination for:
- **Planner Agent**: Task decomposition, goal setting
- **Coding Agent**: Code generation, mutation application
- **Repair Agent**: Error detection, fix application
- **Optimization Agent**: Performance tuning, refactoring

### Coordination Protocol

- Define message types between agents
- Implement conversation state management
- Add coordination primitives (sequential, parallel, conditional)

### Task Distribution

- Implement task splitting logic
- Add result aggregation
- Handle partial failures

### Inter-Agent Communication

- Message queue implementation
- Event-driven coordination
- Timeout and retry handling

## Acceptance Criteria

- [ ] Planner can decompose complex tasks
- [ ] Coding agent receives clear task specifications
- [ ] Repair agent detects and fixes errors
- [ ] Optimization agent improves performance
- [ ] Coordination protocol enables reliable multi-agent execution

## References

- [agent.md](docs/evokernel/agent.md)
- [devloop.md](docs/evokernel/devloop.md)
- [implementation-roadmap.md](docs/evokernel/implementation-roadmap.md)

---
Co-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>","","","evolution","archived","77","CLOSED","https://github.com/Colin4k1024/Oris/issues/77"
"EvoKernel Wave 12: Bootstrap and Initial Seeding","## Summary

Implement bootstrap mechanism and initial gene seeding for the evolution system, enabling self-starting capability without pre-existing knowledge.

## Context

Per [devloop.md](docs/evokernel/devloop.md) Section 14, bootstrap interaction and first genes should be generated automatically. This is the final piece for a fully self-contained evolution system.

## Implementation Details

### Initial Seeding Strategy

- Implement automatic seed gene generation:
  - Common patterns from standard library
  - Basic algorithm implementations
  - Fundamental data structures
- Add curated seed capsules for common problem types

### Bootstrap Execution

- Implement first-run bootstrap flow:
  - Detect empty evolution store
  - Apply seeding strategy
  - Verify seed genes are valid

### Seed Validation

- Validate seed genes:
  - Syntax correctness
  - Basic functionality tests
  - Environment compatibility

### Self-Generation Capability

- Implement mechanism for system to:
  - Generate new genes from execution
  - Improve existing genes over time
  - Reach critical mass for self-improvement

## Acceptance Criteria

- [ ] System starts with non-empty gene store
- [ ] Initial seeds cover common patterns
- [ ] Bootstrap flow works on first run
- [ ] System generates new genes automatically
- [ ] Seeds improve over time through evolution

## References

- [bootstrap.md](docs/evokernel/bootstrap.md)
- [devloop.md - Section 14](docs/evokernel/devloop.md)
- [evolution.md](docs/evokernel/evolution.md)

---
Co-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>","","","evolution","archived","78","CLOSED","https://github.com/Colin4k1024/Oris/issues/78"
"EvoKernel Wave 13: Documentation Sync","## Summary

Synchronize all EvoKernel design documents with implementation progress, ensuring documentation remains accurate and reflects current architecture.

## Context

Per [implementation-roadmap.md](docs/evokernel/implementation-roadmap.md) Section 10 - Parallel Workstreams, documentation sync is a parallel workstream that should track with implementation.

## Implementation Details

### Documentation Inventory

Sync the following documents:
- **architecture.md**: Overall system architecture
- **evolution.md**: Evolution mechanism (Gene, Capsule, EvolutionEvent)
- **governor.md**: Stability and safety model
- **network.md**: OEN protocol
- **economics.md**: EVU economy layer
- **kernel.md**: Kernel core modules
- **spec.md**: OUSL specification language
- **devloop.md**: Self-accelerating development loop
- **agent.md**: Agent-related content
- **bootstrap.md**: Bootstrap mechanisms

### Sync Requirements

For each document:
- Verify implementation matches design
- Add implementation status markers
- Update API signatures if changed
- Add version compatibility notes

### Implementation Status Format

Add status badges to each section:
- `Not Started` - no implementation
- `In Progress` - actively being developed
- `Implemented` - feature complete
- `Needs Update` - implementation diverged from design

## Acceptance Criteria

- [ ] All 10+ design documents reviewed
- [ ] Implementation status markers added
- [ ] API changes reflected in docs
- [ ] Cross-references between docs updated

## References

- [implementation-roadmap.md - Documentation sync](docs/evokernel/implementation-roadmap.md)

---
Co-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>","","","evolution","archived","79","CLOSED","https://github.com/Colin4k1024/Oris/issues/79"
"EvoKernel Wave 14: Lifecycle Audit Follow-up","## Summary

Continue the post-documentation EvoKernel code audit as a dedicated follow-up issue, focusing on lifecycle state transitions, remote import semantics, replay attribution, and projection/metrics consistency.

## Context

The original documentation sync issue `#79` is closed, but the audit expanded into runtime behavior verification and surfaced several implementation/documentation drift items. Some of those have already been fixed locally during the current review pass, and the remaining audit work should be tracked independently.

## Current Status

Already fixed during the active audit pass:
- Replay reuse attribution now records the current replay execution `run_id` via `replay_or_fallback_for_run(...)`.
- Local governor capture now uses existing confidence context and emits `GeneRevoked` for local revocations.
- Public replay candidate previews no longer expose bootstrap-only candidates that replay cannot execute.
- Remote import now records publisher attribution per successfully imported asset, preserving sender ownership across partial import failures.
- Remote genes now enter `Quarantined` on import and only promote after the first successful local replay.

## Remaining Scope

- Audit EvoKernel event sequences for any remaining lifecycle state drift across local capture, replay, revoke, and remote import paths.
- Verify projection rebuild semantics stay consistent with emitted event order.
- Check metrics snapshots and exported assets for any undercounting or state leakage.
- Reconcile any remaining Evo docs that still overstate or understate the shipped runtime behavior.
- Run broader validation once the audit fixes settle; current coverage is targeted regression testing only.

## Acceptance Criteria

- [ ] Remaining EvoKernel lifecycle inconsistencies are identified and either fixed or explicitly documented.
- [ ] Event log semantics are consistent for equivalent state transitions.
- [ ] Projection, metrics, and export behavior match the intended lifecycle state model.
- [ ] Broader validation scope is defined or executed before closeout.

## References

- Follow-up from `#79`
- Current local audit pass on `crates/oris-evokernel/src/core.rs`
","","","evolution","archived","82","CLOSED","https://github.com/Colin4k1024/Oris/issues/82"
"Follow up remote replay scoring and export scan cost","## Summary

Track the two non-blocking issues found during the self-review of PR #83 / the v0.13.1 release.

## Scope

1. Normalize remote cold-start replay scoring.
   - `quarantined_remote_exact_match_candidates(...)` now counts matched gene signals and divides by the number of requested signals.
   - That can produce scores greater than `1.0` when a single query term matches multiple gene signals, which biases ranking toward redundant overlapping signals instead of better query coverage.

2. Reduce duplicate event-log scans in export and fetch paths.
   - `export_promoted_assets_from_store(...)` and `fetch_assets_from_store(...)` already rebuild the projection.
   - The new replay export helper then calls `scan(1)` again to recover `MutationDeclared` / `SpecLinked`, which adds an extra full event-log read on hot paths.

## Acceptance Criteria

- Remote cold-start candidate scoring is bounded and reflects distinct query coverage, not duplicate overlapping signal strings.
- A regression test covers the ranking behavior so a single query term cannot inflate the score above the intended range.
- Export / fetch avoid the extra full event-log pass, or otherwise derive the replay payloads from data already available in the same read path.
- Targeted validation covers the updated replay selection and asset export behavior.

## References

- Follow-up from PR #83
- Released context: `oris-evolution v0.2.1`, `oris-evokernel v0.6.1`, `oris-runtime v0.13.1`","","","evolution","archived","84","CLOSED","https://github.com/Colin4k1024/Oris/issues/84"
"[EVO] Track staged self-evolution from replay baseline to supervised devloop","## Why
We now have a checked-in self-evolution acceptance baseline and regression suite, but the current implementation is still constrained replay-driven reuse, not a closed-loop autonomous devloop.

## Current baseline
- capture verified mutations into the evolution store
- replay learned tasks on later runs
- keep remote assets quarantined until local validation
- preserve replay behavior across restart with the same store
- keep false-positive replay under control in the current regression suite

## Next stages
1. Expand task-class generalization beyond current normalized signal matching.
2. Add continuous confidence control: decay, revalidation, demotion, and freshness-aware ranking.
3. Close the agent feedback loop with structured replay hints, fallback reasons, and reasoning-avoidance metrics.
4. Move toward supervised DEVLOOP orchestration for bounded development tasks.
5. Harden federated evolution: attribution fidelity, economics, revocation propagation, and network consistency.

## Deliverables
- break this direction into issue-sized follow-up work
- keep the self-evolution acceptance checklist aligned with shipped behavior
- keep the replay regression suite as the minimum test gate

## References
- docs/evokernel/self-evolution-acceptance-checklist.md
- docs/evokernel/implementation-roadmap.md","","","evolution","archived","86","CLOSED","https://github.com/Colin4k1024/Oris/issues/86"
"[EVO-01] Expand deterministic task-class replay matching beyond normalized signals","Parent: #86

## Goal
Move from exact or currently normalized signal replay into broader deterministic task-class reuse without increasing false positives.

## Scope
- enrich deterministic signal extraction from intent, diff, validation logs, and stage outputs
- add a broader task-class replay matching layer beyond current exact and normalized matches
- keep negative controls proving unrelated tasks do not replay
- update the self-evolution acceptance checklist when the new boundary ships

## Definition of done
- at least one learned mutation replays across multiple semantically adjacent signal variants
- false-positive replay remains controlled in the black-box regression suite
- replay ranking distinguishes near-match from true no-match more clearly than today

## Non-goals
- embeddings or LLM-only similarity matching
- autonomous planning or orchestration

## Validation
- targeted new regression coverage
- cargo test -p oris-evokernel --test evolution_lifecycle_regression","","","evolution","archived","87","CLOSED","https://github.com/Colin4k1024/Oris/issues/87"
"[EVO-02] Add a continuous confidence lifecycle for evolution assets","Parent: #86

## Goal
Move from one-shot promotion into continuously managed asset trust with decay, revalidation, and demotion paths.

## Scope
- add confidence decay over time
- define revalidation or shadow-check triggers
- support automatic demotion or revocation on drift
- make replay ranking freshness-aware
- expose confidence-driven transitions in the acceptance checklist and metrics surface

## Definition of done
- stale or environment-diverged assets lose priority automatically
- at least one regression path proves decay or drift changes replay eligibility
- confidence-driven state transitions are visible and auditable

## Non-goals
- full autonomous background scheduling across the whole runtime
- non-deterministic heuristic revocation

## Validation
- targeted unit and regression coverage for decay, revalidation, and demotion
- cargo test -p oris-evolution --lib
- cargo test -p oris-evokernel --test evolution_lifecycle_regression","","","evolution","archived","88","CLOSED","https://github.com/Colin4k1024/Oris/issues/88"
"[EVO-03] Close the replay feedback loop for agent callers","Parent: #86

## Goal
Make replay outcomes first-class agent-facing signals so repeated work measurably reduces reasoning and implementation effort.

## Scope
- expose structured replay hints for callers
- expose explicit fallback reasons that a planner can consume
- add metrics for replay utilization and reasoning avoided per task class
- wire the current proposal path and example flow to consume replay feedback
- update docs and examples for the new feedback boundary

## Definition of done
- the agent-facing API surfaces actionable replay result data, not just a binary outcome
- repeated tasks show lower reasoning dependence in the test harness or example flow
- fallback paths remain explicit and auditable

## Non-goals
- autonomous issue intake
- autonomous release or PR orchestration

## Validation
- targeted integration coverage for replay feedback
- cargo test -p oris-runtime --test evolution_feature_wiring --features full-evolution-experimental
- cargo test -p oris-evokernel --test evolution_lifecycle_regression","","","evolution","archived","89","CLOSED","https://github.com/Colin4k1024/Oris/issues/89"
"[EVO-04] Introduce supervised DEVLOOP orchestration for bounded tasks","Parent: #86

## Goal
Move from reusable replay memory into a supervised, bounded development loop for a narrow class of tasks.

## Scope
- define a bounded task intake model
- add deterministic task classification or routing for the bounded scope
- define the gated mutation proposal and validation pipeline
- define explicit human approval boundaries
- keep the execution path auditable and policy-controlled

## Definition of done
- at least one bounded task class can run end-to-end through a supervised DEVLOOP
- failure paths remain gated and never bypass policy
- the flow stops short of autonomous release behavior

## Non-goals
- fully autonomous repository maintenance
- ungated branch, PR, or publish automation

## Validation
- bounded end-to-end DEVLOOP smoke coverage
- targeted policy and fallback regression coverage","","","evolution","archived","90","CLOSED","https://github.com/Colin4k1024/Oris/issues/90"
"[EVO-05] Harden federated evolution attribution, economics, and revocation","Parent: #86

## Goal
Make multi-node evolution sharing trustworthy under attribution, economics, retries, restart, and revocation pressure.

## Scope
- harden publisher and validator attribution fidelity
- keep reputation weighting and settlement behavior consistent
- strengthen anti-spam publish economics
- define and validate revocation propagation
- keep import and export paths consistent under duplicate import, partial failure, and restart

## Definition of done
- remote reuse settlement remains attributable and stable under restart
- revocation propagates without corrupting local state
- distributed import and export paths remain idempotent and auditable under retries

## Non-goals
- multi-org product packaging
- non-local trust assumptions that bypass quarantine

## Validation
- targeted distributed regression coverage
- cargo test -p oris-evokernel --lib
- cargo test -p oris-evokernel --test evolution_lifecycle_regression","","","evolution","archived","91","CLOSED","https://github.com/Colin4k1024/Oris/issues/91"
